1211104	N=Acanthoscurria rondoniae
266413	N=Acanthagenys rufogularis
57776	N=Acanthemblemaria aspera
72011	N=Acanthopagrus schlegelii
239748	N=Acanthophis rugosus
66546	N=Acarus siro
642423	N=Acanthemblemaria spinosa
13323	N=Acanthocybium solandri
150342	N=Acanthinucella spirata
412080	N=Acanthophis sp. (strain Seram)
175434	N=Acanthurus thompsoni
136180	N=Acartia tonsa
175435	N=Acanthurus triostegus
385555	N=Acanthocardia tuberculata
753143	N=Acanthopteroctetes unifascia
6277	N=Acanthocheilonema viteae
133117	N=Acalymma vittatum
478375	N=Acarapis woodi
261198	N=Accipiter cooperii
8957	N=Accipiter gentilis
522306	N=Accumulibacter phosphatis (strain UW-1)
56330	N=Accipiter striatus
435	N=Acetobacter aceti
35845	N=Acetabularia acetabulum
1446466	N=Acetothermus autotrophicum
574087	N=Acetohalobium arabaticum (strain ATCC 49924 / DSM 5501 / Z-7288)
57649	N=Acer buergerianum
66205	N=Acer campestre
1285428	N=Acentrogobius chlorostigmatoides
35846	N=Acetabularia crenulata
376739	N=Acentrogobius janthinopterus
505845	N=Acerodon jubatus
891968	N=Acetomicrobium mobile (strain ATCC BAA-54 / DSM 13181 / JCM 12221 / NGA)
168566	N=Acer monspessulanum
4023	N=Acer negundo
168567	N=Acer opalus
634452	N=Acetobacter pasteurianus (strain NBRC 3283 / LMG 1513 / CCTM 1153)
438	N=Acetobacter pasteurianus
35862	N=Acetabularia peniculus
376893	N=Acentrogobius pflaumii
4025	N=Acer platanoides
66201	N=Acer palmatum
4026	N=Acer pseudoplatanus
45314	N=Acer rubrum
4024	N=Acer saccharum
75745	N=Acer saccharinum
499177	N=Acetoanaerobium sticklandii (strain ATCC 12662 / DSM 519 / JCM 1433 / NCIMB 10654)
57652	N=Acer spicatum
1511	N=Acetoanaerobium sticklandii
931626	N=Acetobacterium woodii (strain ATCC 29683 / DSM 1030 / JCM 2381 / KCTC 1655 / WB1)
33952	N=Acetobacterium woodii
1442373	N=Achatina achatina
188992	N=Achimenes admirabilis
4768	N=Achlya ambisexualis
169206	N=Achyranthes arborescens
29552	N=Acholeplasma axanthum
4766	N=Achlya bisexualis
262805	N=Achelia bituberculata
354749	N=Achlyodes busirus
229769	N=Achipteria coleoptrata
223	N=Achromobacter cycloclastes
32002	N=Achromobacter denitrificans
6997	N=Acheta domesticus
61895	N=Achelia echinata
6530	N=Achatina fulica
378752	N=Achaea janata
4767	N=Achlya klebsiana
2148	N=Acholeplasma laidlawii
441768	N=Acholeplasma laidlawii (strain PG-8A)
253938	N=Achirus lineatus
224	N=Achromobacter lyticus
80791	N=Acheilognathus macropterus
572522	N=Achalinus meiguensis
13329	N=Achillea millefolium
37486	N=Achromobacter obae
236538	N=Achondrostoma oligolepis
1318466	N=Acholeplasma palmae (strain ATCC 49389 / J233)
129026	N=Achromobacter sp. (strain LBAA)
112802	N=Acharia tragodes
63345	N=Achlys triphylla
762376	N=Achromobacter xylosoxidans (strain A8)
1171373	N=Acidipropionibacterium acidipropionici (strain ATCC 4875 / DSM 20272 / JCM 6432 / NBRC 12425 / NCIMB 8070)
397945	N=Acidovorax citrulli (strain AAC00-1)
62977	N=Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)
80869	N=Acidovorax citrulli
2283	N=Acidianus ambivalens
107673	N=Acinetobacter calcoaceticus subsp. anitratus
76588	N=Acidiphilium acidophilum
643561	N=Acidovorax avenae (strain ATCC 19860 / DSM 7227 / JCM 20985 / NCPPB 1011)
48024	N=Aciphylla aurea
696749	N=Acinetobacter baumannii (strain 1656-2)
575584	N=Acinetobacter baumannii (strain ATCC 19606 / DSM 30007 / CIP 70.34 / JCM 6841 / NBRC 109757 / NCIMB 12457 / NCTC 12156 / 81)
557600	N=Acinetobacter baumannii (strain AB307-0294)
439481	N=Aciduliprofundum boonei (strain DSM 19572 / T469)
480119	N=Acinetobacter baumannii (strain AB0057)
1310613	N=Acinetobacter baumannii (strain 1295743)
470	N=Acinetobacter baumannii
405416	N=Acinetobacter baumannii (strain ACICU)
980514	N=Acinetobacter baumannii (strain TCDC-AB0715)
27689	N=Acipenser baerii
202950	N=Acinetobacter baylyi
497978	N=Acinetobacter baumannii (strain MDR-ZJ06)
7907	N=Acipenser brevirostrum
509170	N=Acinetobacter baumannii (strain SDF)
400667	N=Acinetobacter baumannii (strain ATCC 17978 / CIP 53.77 / LMG 1025 / NCDC KC755 / 5377)
509173	N=Acinetobacter baumannii (strain AYE)
106648	N=Acinetobacter bereziniae
351607	N=Acidothermus cellulolyticus (strain ATCC 43068 / 11B)
240015	N=Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)
471	N=Acinetobacter calcoaceticus
28049	N=Acidothermus cellulolyticus
78691	N=Acineta chrysantha
349163	N=Acidiphilium cryptum (strain JF-5)
637389	N=Acidithiobacillus caldus (strain ATCC 51756 / DSM 8584 / KU)
871585	N=Acinetobacter calcoaceticus (strain PHEA-2)
3018	N=Acinetospora crinita
990288	N=Acidithiobacillus caldus (strain SM-1)
524	N=Acidiphilium cryptum
62061	N=Acipenser dabryanus
47920	N=Acidovorax delafieldii
535289	N=Acidovorax ebreus (strain TPSY)
243159	N=Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455)
380394	N=Acidithiobacillus ferrooxidans (strain ATCC 53993)
525	N=Acidocella facilis
525909	N=Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)
905	N=Acidaminococcus fermentans
920	N=Acidithiobacillus ferrooxidans
41871	N=Acipenser fulvescens
591001	N=Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / VR4)
72607	N=Acinetobacter genomosp. 13
106646	N=Acinetobacter genomosp. 6
106649	N=Acinetobacter guillouiae
474	N=Acinetobacter glutaminasificans
7902	N=Acipenser gueldenstaedtii
29430	N=Acinetobacter haemolyticus
933801	N=Acidianus hospitalis (strain W1)
12915	N=Acidianus infernus
568816	N=Acidaminococcus intestini (strain RyC-MR95)
32536	N=Acinonyx jubatus
40214	N=Acinetobacter johnsonii
40215	N=Acinetobacter junii
28090	N=Acinetobacter lwoffii
926570	N=Acidiphilium multivorum (strain DSM 11245 / JCM 8867 / NBRC 100883 / AIU301)
7908	N=Acipenser medirostris
61966	N=Acipenser mikadoi
437	N=Acidomonas methanolica
62140	N=Acidiphilium multivorum
42330	N=Acipenser naccarii
106654	N=Acinetobacter nosocomialis
61967	N=Acipenser nudiventris
33999	N=Acidiphilium organovorum
36177	N=Acipenser oxyrinchus
342762	N=Acisoma panorpoides
61968	N=Acipenser persicus
48296	N=Acinetobacter pittii
40216	N=Acinetobacter radioresistens
7906	N=Acipenser ruthenus
526	N=Acidiphilium rubrum
673860	N=Aciduliprofundum sp. (strain MAR08-339)
1071056	N=Acidianus sp. (strain A1-3)
666510	N=Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15)
68992	N=Acinetobacter sp. (strain ATCC 33308 / BD413 ErpE27)
68995	N=Acinetobacter sp. (strain SEIP 12.81)
68996	N=Acinetobacter sp. (strain T4)
72569	N=Acinetobacter sp. (strain AK226)
1111120	N=Acidaminococcus sp. (strain BV3L6)
111304	N=Acipenser schrenckii
436717	N=Acinetobacter oleivorans (strain JCM 16667 / KCTC 23045 / DR1)
194927	N=Acinetobacter sp. (strain ED45-25)
61970	N=Acipenser sinensis
232721	N=Acidovorax sp. (strain JS42)
107768	N=Acilius sulcatus
269442	N=Acinetobacter sp. (strain NCIMB 9871)
472	N=Acinetobacter sp.
68994	N=Acinetobacter sp. (strain RA3849)
7903	N=Acipenser stellatus
61674	N=Acipenser sturio
930	N=Acidithiobacillus thiooxidans
7904	N=Acipenser transmontanus
121830	N=Acizzia uncatoides
1191460	N=Acinetobacter venetianus (strain ATCC 31012 / CIP 110063 / RAG-1)
714756	N=Aclytia heber
73472	N=Apple chlorotic leaf spot virus (isolate apple)
73473	N=Apple chlorotic leaf spot virus (isolate plum P863)
100151	N=Acmispon americanus
119162	N=Acmaea mitra
217838	N=Acmella radicans
263995	N=Acorus americanus
1086103	N=Acosmeryx anceus
10068	N=Acomys cahirinus
219331	N=Acossus centerensis
4465	N=Acorus calamus
85363	N=Aconitum carmichaelii
662772	N=Aconitum coreanum
980951	N=Acontias cregoi
55184	N=Acorus gramineus
60745	N=Acomys ignitus
764543	N=Acontias lineatus
753144	N=Acontia lucida
156899	N=Acontias meleagris
83528	N=Acomys minous
112591	N=Aconitum napellus
156900	N=Acontias orientalis
156902	N=Acontias percivali
83527	N=Acomys percivali
980958	N=Acontias rieppeli
60746	N=Acomys russatus
357125	N=Acontias tristis
37436	N=Acomys wilsoni
292681	N=Acoelorraphe wrightii
43715	N=Acronychia acidula
169987	N=Acrocomia aculeata
140238	N=Acropora aspera
39621	N=Acrocephalus arundinaceus
57686	N=Acrolepiopsis assectella
73033	N=Acrosiphonia arcta
29594	N=Acrostichum aureum
126873	N=Acrocephalus brevipennis
857340	N=Acremonium chrysogenum (strain ATCC 11550 / CBS 779.69 / DSM 880 / JCM 23072 / IMI 49137)
219317	N=Acroneuria carolinensis
6130	N=Acropora cervicornis
5044	N=Acremonium chrysogenum
244713	N=Acrida cinerea
451382	N=Acridotheres cristatellus
214017	N=Acronicta dactylina
70779	N=Acropora digitifera
34495	N=Acropora donei
51850	N=Acrantophis dumerili
103372	N=Acromyrmex echinatior
749675	N=Acremonium egyptiacum
356809	N=Acrossocheilus fasciatus
126732	N=Acropora formosa
46287	N=Acrochordus granulatus
244443	N=Acrosternum hilare
46687	N=Acropora humilis
39267	N=Acrochordus javanicus
223805	N=Acropoma japonicum
227548	N=Acrocinus longimanus
154029	N=Acropora loripes
51851	N=Acrantophis madagascariensis
435338	N=Acrocephalus mendanae
45264	N=Acropora millepora
70778	N=Acropora nasuta
70781	N=Acropora nobilis
161545	N=Acrocephalus orinus
68483	N=Acrocephalus orientalis
68471	N=Acrocephalus paludicola
76593	N=Acrossocheilus paradoxus
6131	N=Acropora palmata
127871	N=Acropora prolifera
2593634	N=Acritoscincus platynotus
190720	N=Acrobates pygmaeus
43695	N=Acrasis rosea
48156	N=Acrocephalus scirpaceus
932719	N=Acrosiphonia sonderi
5045	N=Acremonium sp.
68485	N=Acrocephalus stentoreus
713687	N=Acroclita subsequana
2546662	N=Acratocnus sp. (strain SLP-2019)
207112	N=Acrossidius tasmaniae
70783	N=Acropora tenuis
392910	N=Acreichthys tomentosus
55976	N=Acropora valida
8992	N=Acryllium vulturinum
227550	N=Acrida willemsei
2546656	N=Acratocnus ye
118783	N=Actophilornis africanus
64478	N=Actinidia arguta
1078900	N=Actinia bermudensis
717	N=Actinobacillus capsulatus
1590841	N=Actinidia chinensis var. chinensis
3625	N=Actinidia chinensis
199376	N=Actinodium cunninghamii
65497	N=Actinoalloteichus cyanogriseus
3627	N=Actinidia deliciosa
571810	N=Actinopyga echinites
6106	N=Actinia equina
165200	N=Actinidia eriantha
718	N=Actinobacillus equuli
396334	N=Actinia fragacea
1850	N=Actinopolyspora halophila
160769	N=Actinotus helianthi
320702	N=Actitis hypoleucos
46161	N=Actinomadura kijaniata
69484	N=Actinoplanes liguriensis
720	N=Actinobacillus lignieresii
63976	N=Actias luna
512565	N=Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NCIMB 12654 / NBRC 102363 / 431)
190659	N=Actitis macularius
446462	N=Actinosynnema mirum (strain ATCC 29888 / DSM 43827 / NBRC 14064 / IMRU 3971)
1866	N=Actinoplanes missouriensis
335395	N=Actinemys marmorata
1655	N=Actinomyces naeslundii
1115803	N=Actinomyces naeslundii (strain ATCC 12104 / DSM 43013 / JCM 8349 / NCTC 10301 / Howell 279)
182080	N=Actinomadura namibiensis
416269	N=Actinobacillus pleuropneumoniae serotype 5b (strain L20)
537457	N=Actinobacillus pleuropneumoniae serotype 7 (strain AP76)
42198	N=Actinosynnema pretiosum subsp. auranticum
434271	N=Actinobacillus pleuropneumoniae serotype 3 (strain JL03)
715	N=Actinobacillus pleuropneumoniae
64040	N=Actaea racemosa
111015	N=Actinomyces radicidentis
1872	N=Actinoplanes sp. (strain ATCC 31351 / 3876)
134676	N=Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110)
67854	N=Actinobacillus succinogenes
571813	N=Actinopyga spinea
237531	N=Actinomycete sp. (strain K97-0003)
38989	N=Actinomycete sp. (strain L585-6 / ATCC 53650)
72570	N=Actinomadura sp. (strain R39)
716	N=Actinobacillus suis
29317	N=Actinomyces sp.
339671	N=Actinobacillus succinogenes (strain ATCC 55618 / DSM 22257 / 130Z)
6105	N=Actinia tenebrosa
1867	N=Actinoplanes teichomyceticus
1869	N=Actinoplanes utahensis
1656	N=Actinomyces viscosus
227975	N=Actineria villosa
232576	N=Acuticosta chinensis
863974	N=Acutisoma longipes
34664	N=Acyrthosiphon kondoi
7030	N=Acyrthosiphon magnoliae
7029	N=Acyrthosiphon pisum
559140	N=Acytolepis puspa
361139	N=Acytostelium subglobosum
928294	N=Human adenovirus C serotype 1 (strain Adenoid 71)
7084	N=Adalia bipunctata
115343	N=Adalia decempunctata
69109	N=Adansonia digitata
69110	N=Adansonia gregorii
69111	N=Adansonia grandidieri
176095	N=Adamsia palliata
69114	N=Adansonia rubrostipa
69116	N=Adansonia za
59515	N=Addax nasomaculatus
10533	N=Human adenovirus C serotype 1
10515	N=Human adenovirus C serotype 2
45659	N=Human adenovirus B serotype 3
28280	N=Human adenovirus E serotype 4
28285	N=Human adenovirus C serotype 5
10534	N=Human adenovirus C serotype 6
10519	N=Human adenovirus B serotype 7
31545	N=Human adenovirus D serotype 8
10527	N=Human adenovirus D serotype 9
28282	N=Human adenovirus A serotype 12
28276	N=Human adenovirus D serotype 15
31544	N=Human adenovirus B serotype 16
46922	N=Human adenovirus D serotype 17
10528	N=Human adenovirus A serotype 18
343463	N=Human adenovirus B serotype 11 (strain BC34)
308444	N=Human adenovirus D serotype 15/H9
343462	N=Human adenovirus B serotype 11 (strain Slobiski)
10529	N=Human adenovirus A serotype 31
10522	N=Human adenovirus B serotype 35
28284	N=Human adenovirus F serotype 40
10524	N=Human adenovirus F serotype 41
462377	N=Adenostyles alpina
479879	N=Adenomera andreae
114429	N=Bovine adenovirus 2
10510	N=Bovine adenovirus B serotype 3
70333	N=Bovine adenovirus 4
10511	N=Bovine adenovirus 7
39788	N=Bovine adenovirus C serotype 10
311011	N=Adelpha bredowii
10514	N=Canine adenovirus serotype 2
574363	N=Adelpha californica
69150	N=Canine adenovirus serotype 1 (strain CLL)
10513	N=Canine adenovirus serotype 1 (strain Glaxo)
133065	N=Adelges cooleyi
69151	N=Canine adenovirus serotype 1 (strain RI261)
69152	N=Canine adenovirus serotype 2 (strain Toronto A 26-61)
36364	N=Canine adenovirus serotype 1 (strain Utrecht)
56633	N=Adenia digitata
46916	N=Equine adenovirus A serotype 1
67603	N=Equine adenovirus B serotype 2
114102	N=Frog adenovirus 1 (strain ATCC VR-896)
140993	N=Adenostoma fasciculatum
298331	N=Frog adenovirus
10553	N=Fowl adenovirus A serotype 1 (strain CELO / Phelps)
66295	N=Avian adenovirus 8 (strain ATCC A-2A)
237833	N=Adenia gummifera
10547	N=Fowl adenovirus C serotype 10 (strain SA2)
41468	N=Adenocaulon himalaicum
326184	N=Adenomera hylaedactyla
185462	N=Adenophorus hymenophylloides
104308	N=Adesmia lanata
236346	N=Adelphocoris lineolatus
133063	N=Adelges laricis
10530	N=Murine adenovirus A serotype 1
1349687	N=Adenomera marmorata
304594	N=Adelomyia melanogenys
114430	N=Ovine adenovirus D serotype 7 (isolate OAV287)
69375	N=Adenium obesum
130327	N=Ovine adenovirus D
54927	N=Adenanthos obovatus
35265	N=Porcine adenovirus A serotype 3
35267	N=Porcine adenovirus B serotype 4
3811	N=Adenanthera pavonina
185464	N=Adenophorus periens
185465	N=Adenophorus pinnatifidus
428835	N=Adelieledone polymorpha
189830	N=Snake adenovirus serotype 1
10532	N=Simian adenovirus serotype 7
16929	N=Adenanthos sericeus
47680	N=Tree shrew adenovirus serotype 1
185467	N=Adenophorus tripinnatifidus
357502	N=Adelges tsugae
76949	N=Adenandra uniflora
219186	N=Adenia volkensii
325918	N=Adhemarius gannascus
38043	N=Adisura bella
13818	N=Adiantum capillus-veneris
1418983	N=Adipicola crypta
433695	N=Adineta gracilis
1418984	N=Adipicola iwaotakii
451080	N=Adiantum malesianum
29590	N=Adiantum pedatum
32168	N=Adiantum raddianum
249248	N=Adineta ricciae
104782	N=Adineta vaga
73670	N=Adolphia californica
85585	N=Adoxophyes honmai
4208	N=Adoxa moschatellina
480707	N=Adoxophyes orana
46985	N=Adonis vernalis
10783	N=Aleutian mink disease parvovirus (strain G)
1036672	N=Advenella kashmirensis (strain DSM 17095 / LMG 22695 / WT001)
190660	N=Aechmophorus clarkii
57236	N=Aechmophorus occidentalis
7159	N=Aedes aegypti
7160	N=Aedes albopictus
120872	N=Aedes cinereus
35338	N=Aedes albopictus densovirus
10808	N=Aedes densonucleosis virus (strain GKV 002 002)
299627	N=Aedes furcifer
140438	N=Aedes japonicus
1579483	N=Aedes krombeini
299629	N=Aedes luteocephalus
1424567	N=Aedes malayensis
1579489	N=Aedes novalbopictus
188700	N=Aedes polynesiensis
316597	N=Aedes pseudoscutellaris
299628	N=Aedes taylori
55967	N=Aedes togoi
7163	N=Aedes vexans
317808	N=Aedes vittatus
69821	N=Aedes w-albus
56265	N=Aegolius acadicus
172761	N=Aegla alacalufi
206943	N=Aegialia arenaria
4483	N=Aegilops bicornis
762617	N=Aegithalos bonvaloti
73327	N=Aegithalos caudatus
48279	N=Aegotheles cristatus
4485	N=Aegilops comosa
312068	N=Aegithalos concinnus
4493	N=Aegilops columnaris
4481	N=Aegilops crassa
130456	N=Aegilops cylindrica
1545397	N=Aegista diversifamilia
762613	N=Aegithalos fuliginosus
103375	N=Aegolius funereus
762568	N=Aegithalos glaucogularis
126850	N=Aegolius harrisii
671282	N=Aegotheles insignis
4486	N=Aegilops longissima
68527	N=Aegle marmelos
8959	N=Aegypius monachus
40902	N=Aegopodium podagraria
203862	N=Aegyptianella pullorum
191444	N=Aegotheles savesi
4487	N=Aegilops searsii
4573	N=Aegilops speltoides
37682	N=Aegilops tauschii
175021	N=Aegithina tiphia
39391	N=Aegilops triuncialis
200361	N=Aegilops tauschii subsp. strangulata
4491	N=Aegilops umbellulata
4492	N=Aegilops uniaristata
116981	N=Aegilops ventricosa
321389	N=Aelurostrongylus abstrusus
96749	N=Aeluroscalabotes felinus
232116	N=Aenictus aratus
1462428	N=Aenigmarchaeum subterraneum
38134	N=Aeolothrips albicinctus
195873	N=Aeolidia papillosa
144567	N=Aeoloplides turnbulli
30401	N=Aepypodius arfakianus
9897	N=Aepyceros melampus
38598	N=Aepyprymnus rufescens
100776	N=Aequipecten opercularis
746697	N=Aequorivita sublithincola (strain DSM 14238 / LMG 21431 / ACAM 643 / 9-3)
172531	N=Aequidens tetramerus
6100	N=Aequorea victoria
648	N=Aeromonas caviae
29489	N=Aeromonas enteropelogenes
31956	N=Aeromicrobium erythreum (strain ATCC 51598 / DSM 8599 / JCM 8359 / NBRC 15406 / NRRL B-3381)
344619	N=Aeria eurimedia
380703	N=Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / JCM 1027 / KCTC 2358 / NCIMB 9240)
644	N=Aeromonas hydrophila
650	N=Aeromonas jandaei
651	N=Aeromonas media
272557	N=Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)
56636	N=Aeropyrum pernix
78694	N=Aeranthes ramosa
382245	N=Aeromonas salmonicida (strain A449)
645	N=Aeromonas salmonicida
646	N=Aeromonas sobria
190674	N=Aeronautes saxatalis
866775	N=Aerococcus urinae (strain ACS-120-V-Col10a)
998088	N=Aeromonas veronii (strain B565)
207699	N=Aerodramus vulcanorum
12921	N=Aeshna cyanea
43364	N=Aesculus hippocastanum
43872	N=Aesculus pavia
77227	N=Aethalops alecto
434059	N=Aethionema cordifolium
28685	N=Aethia cristatella
40954	N=Aethusa cynapium
420948	N=Aetobatus flagellum
72657	N=Aethionema grandiflorum
87140	N=Aetobatus narinari
202667	N=Aethionema oppositifolium
28699	N=Aethia psittacula
28686	N=Aethia pusilla
28687	N=Aethia pygmaea
327776	N=Aethaloperca rogaa
202778	N=Aethionema saxatile
116153	N=Aethina tumida
475778	N=Avian encephalomyelitis virus (strain Calnek vaccine)
475780	N=Avian encephalomyelitis virus (strain L2Z)
475779	N=Avian encephalomyelitis virus (strain Van Reokel)
1035	N=Afipia felis
1080	N=Afifella marina
9076	N=Afropavo congensis
56897	N=Afrocarpus gracilior
421919	N=Afrogethes planiusculus
235266	N=Acidianus filamentous virus 1
654909	N=Acidianus filamentous virus 1 (isolate United States/Yellowstone)
300186	N=Acidianus filamentous virus 2
654910	N=Acidianus filamentous virus 2 (isolate Italy/Pozzuoli)
89882	N=Agaricia agaricites
175446	N=Agama aculeata
39511	N=Agave attenuata
51501	N=Agapanthus africanus
103336	N=Agama agama
182262	N=Agarivorans albus
39510	N=Agave americana
75990	N=Agalychnis annae
52208	N=Agama atra
58027	N=Agathis australis
936046	N=Agaricus bisporus var. bisporus (strain H97 / ATCC MYA-4626 / FGSC 10389)
87249	N=Agaricus benesii
5341	N=Agaricus bisporus
107770	N=Agabus bipustulatus
59020	N=Agave bracteosa
5343	N=Agaricus bitorquis
597362	N=Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392)
88128	N=Agaricus californicus
205702	N=Agave celsii
2510777	N=Agarophyton chilensis
197464	N=Agalychnis callidryas
56157	N=Agaricus campestris
60462	N=Agapornis canus
1585285	N=Agallia constricta
51427	N=Agapanthus campanulatus
105404	N=Agarum clathratum
60851	N=Agathis dammara
60463	N=Agapornis fischeri
39269	N=Agastache foeniculum
165097	N=Agaricia fragilis
112803	N=Agave ghiesbreghtii
367765	N=Agaricia humilis
129731	N=Agama impalearis
317382	N=Agalychnis lemur
87251	N=Agaricus lilaceps
60464	N=Agapornis lilianae
39270	N=Agastache mexicana
695500	N=Agaraea minuta
60852	N=Agathis montana
57373	N=Agathis moorei
60465	N=Agapornis nigrigenis
83693	N=Agastachys odorata
205703	N=Agave parviflora
182818	N=Agaricus placomyces
60466	N=Agapornis personatus
175468	N=Agama planiceps
186128	N=Agapanthus praecox
60467	N=Agapornis pullarius
60854	N=Agathis robusta
60468	N=Agapornis roseicollis
39271	N=Agastache rugosa
515619	N=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990)
105626	N=Agassizia scrobiculata
317303	N=Agalychnis spurrelli
87253	N=Agaricus subrutilescens
60469	N=Agapornis taranta
386106	N=Agave tequilana
2510778	N=Agarophyton tenuistipitatum
1135959	N=Agama tassiliensis
83518	N=Agaricus xanthodermus
465447	N=American grass carp reovirus
131577	N=Agelastica alni
6908	N=Agelenopsis aperta
102750	N=Ageratina altissima
84835	N=Agelaioides badius
313630	N=Agelas clathrodes
68299	N=Ageratum conyzoides
295242	N=Agelas conifera
555143	N=Agelasticus cyanopus
295252	N=Agelas dispar
55598	N=Ageratum houstonianum
84773	N=Agelaius humeralis
293813	N=Agelena orientalis
39638	N=Agelaius phoeniceus
313352	N=Agelaia pallipes pallipes
333317	N=Agelas schmidti
555144	N=Agelasticus thilius
9191	N=Agelaius tricolor
84777	N=Agelaius xanthomus
84778	N=Agelasticus xanthophthalmus
714	N=Aggregatibacter actinomycetemcomitans
668336	N=Aggregatibacter actinomycetemcomitans serotype C (strain D11S-1)
